h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02
401091085042033,11,1,8,2,1,4,6,0,0,0,1,2,0,0,0,0,1,0,2,0,0,2,1,0,1,1,0,11,0,0,0,0,0,11,0,0,3,5,2,6,5
401091085043002,374,111,168,95,82,119,173,0,30,1,12,20,13,33,8,7,21,11,38,4,31,33,54,4,29,8,17,287,51,12,22,0,2,356,18,24,76,93,70,194,180
401091085043003,7,2,3,2,1,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,6,1,0,0,0,0,7,0,1,0,3,1,2,5
401091085043004,11,3,6,2,2,4,5,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,3,0,1,0,1,11,0,0,0,0,0,10,1,1,2,2,3,7,4
401091085043005,16,3,11,2,3,8,5,0,0,0,2,2,0,3,0,0,2,0,0,0,0,1,3,0,1,1,1,11,0,0,5,0,0,15,1,4,2,4,3,7,9
401091085043006,9,2,4,3,2,2,5,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,2,0,0,0,1,7,0,0,0,0,2,9,0,1,0,3,3,3,6
401091085043007,32,13,13,6,12,8,12,0,3,1,1,1,1,7,0,0,1,1,0,1,1,4,3,4,1,1,1,28,1,0,2,0,1,30,2,2,7,6,4,13,19
401091085043008,2,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,2,0
401091085043009,22,2,10,10,3,5,14,0,1,1,0,1,1,4,1,2,1,1,2,1,0,0,4,0,0,1,1,18,3,0,1,0,0,22,0,1,3,5,11,12,10
401091085043010,61,13,31,17,10,25,26,0,2,0,2,1,1,9,4,1,1,2,3,2,4,5,14,1,5,2,2,42,12,1,5,1,0,61,0,3,19,15,11,30,31
401091085043011,5,1,2,2,1,1,3,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,1,1,1,2,3
401091085043012,22,3,17,2,6,4,12,0,2,0,1,2,0,2,2,2,0,1,1,0,2,0,6,0,0,0,1,18,0,0,4,0,0,21,1,4,6,7,2,12,10
401091085043013,7,2,3,2,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,3,1,1,2,0,0,6,1,1,0,3,1,2,5
401091085043014,14,3,7,4,3,6,5,0,1,1,0,1,0,1,0,0,0,0,1,1,4,1,2,0,0,1,0,14,0,0,0,0,0,13,1,0,3,4,4,5,9
401091085043015,12,4,6,2,2,8,2,0,1,0,0,1,0,2,0,1,1,0,0,1,2,0,2,0,1,0,0,8,0,0,3,0,1,12,0,1,0,3,4,7,5
401091085043016,5,1,3,1,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,1,0,0,0,5,0,1,0,3,0,2,3
401091085043017,16,7,5,4,1,5,10,0,0,0,0,1,1,3,0,0,1,0,1,0,1,3,2,0,1,0,2,14,1,0,0,0,1,15,1,0,2,5,2,9,7
401091085043018,120,32,56,32,29,42,49,0,4,1,3,3,8,11,1,2,10,4,11,4,9,9,20,4,8,5,3,98,10,4,7,0,1,114,6,8,22,32,26,47,73
401091085043019,12,3,6,3,2,6,4,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,3,0,1,0,1,11,1,0,0,0,0,7,5,3,1,2,3,6,6
401091085043020,17,6,10,1,3,8,6,0,2,0,0,1,0,0,0,0,1,0,4,0,2,1,3,0,2,0,1,15,1,0,0,0,1,15,2,3,2,4,2,11,6
401091085044000,43,11,21,11,8,13,22,1,3,1,2,1,1,5,1,3,1,1,2,1,1,3,8,0,2,2,4,34,5,0,1,0,3,40,3,2,16,8,6,17,26
401091085044001,10,2,4,4,2,3,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,3,0,0,10,0,0,0,0,0,10,0,0,1,2,5,6,4
401091085044002,3,1,2,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,0,1,3,0
401091085044003,71,23,29,19,11,34,26,0,1,0,3,3,3,8,1,2,7,1,4,0,5,12,8,1,7,0,5,65,3,1,2,0,0,68,3,3,14,20,11,31,40
401091085044004,25,9,10,6,4,6,15,0,1,1,2,1,0,3,0,0,4,0,2,0,1,7,1,0,2,0,0,24,1,0,0,0,0,25,0,2,4,7,3,9,16
401091085044005,17,7,9,1,9,4,4,0,1,0,0,1,0,3,0,0,0,0,0,2,2,3,3,0,1,0,1,15,1,0,1,0,0,16,1,0,2,6,2,10,7
401091085044006,6,2,3,1,0,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,5,1,0,0,0,0,6,0,0,2,1,1,4,2
401091085044007,11,3,5,3,1,3,7,0,0,0,1,0,3,0,1,0,0,0,2,0,2,0,0,0,1,0,1,11,0,0,0,0,0,11,0,1,4,3,0,4,7
401091085044008,23,6,7,10,5,9,9,0,0,0,1,1,2,3,1,1,1,0,2,0,2,3,4,0,2,0,0,18,2,0,0,2,1,23,0,2,6,6,3,11,12
401091085044011,195,48,94,53,39,70,86,1,9,1,4,4,11,15,6,2,10,3,21,3,16,20,28,3,21,5,12,159,23,4,3,1,5,185,10,13,48,42,44,103,92
401091085044013,9,3,3,3,1,4,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,1,0,1,9,0,0,0,0,0,8,1,0,3,1,2,5,4
401091085061000,59,7,33,19,12,12,35,0,2,0,2,4,2,6,1,0,5,1,8,1,7,10,4,0,3,1,2,51,5,2,0,0,1,56,3,8,15,14,15,30,29
401091085061001,10,2,4,4,2,3,5,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,3,0,1,0,0,9,1,0,0,0,0,10,0,0,2,3,3,5,5
401091085061002,18,4,14,0,3,6,9,0,0,0,0,1,2,3,0,0,1,0,1,1,2,1,3,1,2,0,0,16,1,1,0,0,0,18,0,1,4,4,5,8,10
401091085061003,29,8,14,7,9,5,15,0,0,0,2,1,2,6,0,1,1,1,3,0,2,4,1,2,1,1,1,26,2,1,0,0,0,26,3,1,7,6,7,20,9
401091085061004,26,2,17,7,6,9,11,0,1,0,0,3,0,2,0,0,1,2,0,1,3,4,4,1,3,0,1,25,1,0,0,0,0,26,0,2,8,10,4,13,13
401091085061005,17,3,10,4,4,4,9,0,0,0,1,2,1,3,0,1,1,0,1,0,1,0,2,2,2,0,0,17,0,0,0,0,0,17,0,1,5,5,3,12,5
401091085061006,38,4,24,10,7,5,26,0,2,1,2,2,4,2,1,0,1,2,4,0,1,7,3,0,2,1,3,36,2,0,0,0,0,36,2,0,9,12,13,19,19
401091085061007,13,2,6,5,2,2,9,0,3,0,0,1,2,0,0,1,0,0,0,0,0,1,3,0,1,1,0,12,0,1,0,0,0,13,0,1,2,5,3,5,8
401091085061008,28,5,19,4,6,10,12,0,3,0,1,1,2,4,1,2,1,0,3,1,4,3,0,0,2,0,0,25,1,0,2,0,0,28,0,3,10,4,6,15,13
401091085061009,15,3,10,2,3,6,6,0,1,0,1,1,0,0,0,0,4,2,0,0,0,3,2,0,1,0,0,14,0,0,1,0,0,15,0,1,4,5,2,6,9
401091085061010,38,8,20,10,4,7,27,0,7,0,4,0,1,4,0,3,4,1,2,1,1,0,7,0,1,2,0,35,1,0,1,0,1,36,2,1,6,9,14,25,13
401091085061011,57,13,27,17,8,14,35,0,2,0,5,0,1,5,4,1,2,2,7,1,3,7,5,1,5,1,5,42,11,1,3,0,0,54,3,3,12,10,19,32,25
401091085061012,37,8,18,11,9,9,19,0,1,0,1,1,2,2,1,1,1,1,0,1,7,6,8,0,2,1,1,29,5,0,2,0,1,35,2,3,10,9,7,18,19
401091085061013,379,92,188,99,95,103,181,1,15,3,11,10,20,42,9,8,25,10,25,7,33,33,56,5,35,10,21,257,94,7,9,2,10,363,16,35,78,96,78,187,192
401091085061014,6,4,2,0,2,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,0,0,0,6,0,1,0,0,1,5,1
401091085061015,8,0,4,4,2,1,5,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,1,7,1,0,0,0,0,8,0,0,1,3,4,3,5
401091085061017,26,3,15,8,3,7,16,0,0,0,1,1,1,4,0,1,3,0,2,2,2,3,3,0,0,0,3,24,1,0,0,0,1,26,0,3,3,8,9,8,18
401091085061018,16,3,6,7,3,8,5,0,0,0,0,0,2,5,0,0,3,0,0,1,2,0,1,1,0,0,1,14,1,1,0,0,0,16,0,1,4,3,5,6,10
401091085061019,20,2,14,4,2,5,13,0,1,0,1,3,0,1,0,0,2,0,2,0,2,5,1,0,0,0,2,20,0,0,0,0,0,16,4,4,4,8,2,14,6
401091085062000,14,3,6,5,2,5,7,0,0,0,0,1,0,3,0,1,1,0,0,0,2,2,1,1,1,0,1,11,2,0,0,0,1,14,0,3,3,2,3,7,7
401091085062001,13,3,5,5,3,5,5,0,1,0,1,0,0,1,0,0,2,1,2,0,0,0,2,0,2,0,1,11,0,2,0,0,0,13,0,1,5,2,2,8,5
401091085062002,27,7,10,10,9,6,12,0,2,0,3,3,3,2,0,1,0,0,1,0,2,3,2,1,3,0,1,26,1,0,0,0,0,23,4,4,5,5,6,14,13
401091085062003,22,4,12,6,8,3,11,0,1,0,1,0,2,3,2,0,1,0,1,0,1,2,4,0,1,2,1,20,0,0,1,0,1,22,0,2,6,3,7,9,13
401091085062004,11,1,9,1,2,2,7,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,4,1,0,1,0,10,0,0,1,0,0,11,0,0,3,2,5,7,4
401091085062005,17,5,10,2,4,5,8,0,2,0,0,0,2,4,1,1,0,0,1,0,3,1,1,0,0,0,1,14,2,0,0,0,1,17,0,0,2,5,5,9,8
401091085062006,15,2,9,4,0,6,9,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,6,0,1,2,1,14,0,1,0,0,0,14,1,0,0,8,5,6,9
401091085062007,20,5,9,6,7,5,8,0,0,0,0,1,2,4,1,2,3,0,2,0,1,1,1,1,0,1,0,18,2,0,0,0,0,18,2,2,3,5,5,7,13
401091085062008,12,3,3,6,2,3,7,0,0,1,1,0,0,1,0,0,2,0,2,0,1,1,2,0,1,0,0,12,0,0,0,0,0,12,0,0,0,4,5,5,7
401091085062009,26,6,12,8,6,11,9,0,0,0,2,1,1,5,0,0,2,0,2,1,2,3,2,0,3,1,1,23,1,0,2,0,0,25,1,2,5,5,8,21,5
401091085062010,72,15,37,20,16,22,34,0,2,0,5,5,1,11,4,0,5,1,5,3,7,4,8,0,6,1,4,60,7,0,0,0,5,67,5,6,10,22,19,30,42
401091085062011,22,4,13,5,7,4,11,0,4,1,1,1,1,5,0,0,0,1,1,1,3,1,0,2,0,0,0,22,0,0,0,0,0,22,0,1,4,8,5,12,10
401091085062012,33,5,21,7,10,7,16,0,1,0,1,2,0,4,2,2,1,1,3,1,2,2,6,2,1,0,2,31,2,0,0,0,0,32,1,4,7,12,5,14,19
401091085062013,31,7,14,10,4,7,20,0,0,0,1,1,2,4,0,1,4,0,2,5,0,1,4,1,0,3,2,29,0,1,0,0,1,31,0,1,5,9,9,14,17
401091085062014,31,5,17,9,6,12,13,0,1,0,0,0,1,3,0,2,0,0,2,2,3,4,4,1,3,1,4,28,3,0,0,0,0,30,1,5,5,8,8,14,17
401091085063000,101,24,57,20,17,32,52,0,2,1,2,2,9,16,2,3,5,3,8,3,9,12,10,1,7,1,5,66,24,1,3,0,7,97,4,13,17,28,19,54,47
401091085063001,34,4,23,7,9,6,19,0,1,0,1,0,5,3,0,0,4,2,2,1,0,5,5,0,2,1,2,32,1,1,0,0,0,34,0,2,6,8,14,15,19
401091085063002,66,12,32,22,14,17,35,0,5,2,2,1,8,3,2,1,4,1,3,0,8,5,7,1,8,0,5,54,8,1,2,1,0,64,2,5,16,16,17,34,32
401091085063003,59,12,30,17,13,15,31,0,2,0,4,5,3,4,1,0,2,0,7,4,2,5,7,1,7,2,3,49,1,1,5,0,3,59,0,11,11,13,12,32,27
401091085063004,12,2,6,4,1,3,8,0,1,0,0,1,0,1,1,0,1,0,2,1,0,0,2,1,0,0,1,11,1,0,0,0,0,11,1,0,3,5,2,6,6
401091085063005,21,4,16,1,2,12,7,0,1,1,2,2,0,4,0,0,0,0,1,0,2,2,4,0,0,0,2,18,3,0,0,0,0,20,1,1,5,5,6,12,9
401091085063006,25,4,14,7,5,7,13,0,0,0,1,0,0,3,0,0,4,0,5,0,3,5,3,0,0,0,1,24,0,0,0,0,1,23,2,4,2,6,9,12,13
401091085063007,56,9,32,15,11,21,24,0,1,2,1,2,3,6,4,2,2,2,7,1,3,2,7,2,8,0,1,54,2,0,0,0,0,52,4,6,13,10,18,27,29
401091085063008,33,5,24,4,7,9,17,0,3,0,0,1,2,2,0,1,5,0,1,1,6,1,2,2,3,1,2,27,1,0,2,0,3,27,6,5,3,8,12,18,15
401091085063009,43,10,25,8,10,17,16,0,1,0,2,2,1,2,2,2,2,1,0,0,3,3,8,2,3,3,6,26,13,1,0,0,3,39,4,4,12,11,6,27,16
401091085063010,7,2,3,2,0,4,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,5,2,0,0,0,0,7,0,0,2,2,1,5,2
401091085063011,6,1,3,2,0,2,4,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,3,1,0,0,0,2,6,0,1,2,1,1,2,4
401091085063014,21,6,10,5,5,7,9,0,1,0,2,0,1,1,1,0,0,1,2,1,5,2,1,0,2,0,1,18,2,0,0,0,1,17,4,1,4,5,5,12,9
401091085071000,223,46,113,64,47,64,112,0,8,6,11,6,8,29,5,2,15,3,15,5,15,21,38,4,14,7,11,177,33,6,1,0,6,217,6,24,46,64,43,96,127
401091085071002,31,4,19,8,5,5,21,0,1,0,0,4,0,5,0,0,3,1,4,2,1,4,2,0,3,1,0,30,1,0,0,0,0,30,1,1,9,7,10,15,16
401091085071003,16,1,6,9,1,4,11,0,1,0,2,0,1,3,0,0,0,0,2,0,1,0,1,0,1,1,3,15,1,0,0,0,0,13,3,2,5,3,5,8,8
401091085071005,36,6,24,6,9,11,16,0,0,0,3,2,3,6,0,0,3,0,2,0,2,5,7,0,1,0,2,33,2,0,0,0,1,32,4,4,11,3,12,16,20
401091085071007,27,7,10,10,5,5,17,0,2,0,0,1,1,5,1,0,4,0,3,1,1,0,5,0,1,1,1,24,1,2,0,0,0,25,2,0,7,7,6,10,17
401091085071008,23,3,12,8,8,5,10,0,2,0,1,1,1,3,0,0,1,1,0,1,2,3,6,0,1,0,0,22,0,0,0,0,1,23,0,1,7,10,2,11,12
401091085071009,21,4,10,7,5,2,14,0,2,2,1,2,1,0,0,0,1,1,4,1,2,0,2,0,2,0,0,19,0,0,2,0,0,20,1,1,4,7,5,9,12
401091085071012,21,4,9,8,4,5,12,0,1,0,1,2,4,1,1,0,2,1,1,0,0,1,3,0,1,1,1,19,0,1,0,0,1,20,1,0,5,7,5,12,9
401091085071013,14,1,11,2,3,6,5,0,1,0,0,0,0,3,2,0,0,0,0,0,0,3,4,0,0,0,1,10,0,0,0,0,4,13,1,2,4,5,2,3,11
401091085071014,14,2,8,4,1,3,10,0,2,1,0,2,1,0,0,0,0,0,1,1,0,0,3,0,1,0,2,13,1,0,0,0,0,14,0,2,5,4,1,8,6
401091085071015,14,4,5,5,3,2,9,0,1,1,0,2,0,1,1,0,0,1,2,0,0,1,1,0,2,0,1,13,0,0,1,0,0,14,0,0,3,4,3,5,9
401091085071016,19,4,8,7,4,4,11,2,0,0,2,2,0,0,1,0,0,0,3,2,1,1,4,0,0,1,0,17,1,0,0,0,1,19,0,0,5,7,3,11,8
401091085071018,54,13,28,13,12,17,25,0,5,1,1,1,1,5,0,3,5,1,3,1,6,7,7,0,4,2,1,40,10,2,1,0,1,53,1,0,9,15,17,21,33
401091085071019,27,6,14,7,2,9,16,0,2,0,2,1,0,3,2,0,5,1,1,2,2,3,1,0,2,0,0,20,4,0,2,0,1,23,4,5,2,6,8,11,16
401091085071020,17,3,7,7,3,2,12,0,2,0,1,0,1,3,1,0,1,0,2,0,0,1,1,0,1,2,1,15,2,0,0,0,0,17,0,1,4,3,6,13,4
401091085081008,37,8,22,7,13,9,15,0,0,0,0,2,0,1,1,0,1,2,3,0,6,5,4,1,8,0,3,26,2,0,4,0,5,37,0,4,9,10,6,16,21
401091085081009,38,7,16,15,8,15,15,0,1,0,3,1,7,2,1,1,0,0,4,1,4,1,7,1,3,1,0,31,0,4,0,2,1,34,4,5,12,6,8,19,19
401091085081010,8,0,5,3,0,0,8,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,1,7,0,1,0,0,0,8,0,1,1,3,3,5,3
401091085081011,33,11,14,8,12,12,9,0,1,0,1,2,1,5,2,0,3,0,3,0,1,1,3,0,8,1,1,30,2,0,1,0,0,31,2,1,4,11,6,16,17
401091085081012,18,2,12,4,0,4,14,0,0,0,2,0,0,1,0,2,1,0,0,0,0,1,3,0,2,2,4,18,0,0,0,0,0,17,1,2,4,5,5,8,10
401091085081013,375,107,191,77,112,138,125,0,13,2,15,18,12,45,6,2,8,4,18,8,38,25,50,6,70,8,27,224,103,19,7,0,22,334,41,29,85,90,64,185,190
401091085081018,51,10,29,12,10,23,18,0,2,0,4,1,1,5,3,0,3,2,4,0,4,5,9,1,3,1,3,40,4,3,2,0,2,49,2,3,15,19,4,26,25
401091085081019,42,6,28,8,8,14,20,0,3,0,0,2,3,4,1,0,2,0,5,2,3,2,7,2,1,3,2,38,2,1,1,0,0,42,0,4,12,13,7,23,19
401091085081020,25,8,16,1,8,7,10,1,2,0,1,3,0,2,1,0,0,0,3,1,0,2,2,2,4,0,1,21,0,0,4,0,0,24,1,2,3,5,7,12,13
401091085081022,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
401091085081023,51,12,27,12,10,16,25,0,1,0,3,0,2,1,0,2,5,1,7,1,1,5,8,2,7,2,3,42,7,1,1,0,0,49,2,5,10,13,11,21,30
401091085081025,30,5,18,7,8,10,12,0,3,0,0,1,1,2,1,0,0,3,3,0,4,4,4,0,2,1,1,29,0,1,0,0,0,23,7,5,3,12,5,18,12
401091085081034,20,2,7,11,4,4,12,0,1,0,0,2,0,0,0,2,2,0,4,2,2,3,1,0,0,0,1,18,0,1,0,0,1,19,1,0,8,4,6,11,9
401091085082000,16,4,8,4,5,4,7,0,0,0,2,1,0,2,1,0,0,0,3,2,2,0,0,0,2,1,0,14,2,0,0,0,0,13,3,0,6,2,4,6,10
401091085082001,21,2,13,6,6,6,9,0,1,0,1,2,0,4,1,0,1,0,2,0,2,2,2,0,1,1,1,16,1,1,2,0,1,19,2,5,3,5,6,10,11
401091085082002,17,4,5,8,3,4,10,0,0,0,3,1,0,0,1,0,0,0,1,1,2,2,0,0,3,0,3,17,0,0,0,0,0,16,1,3,2,5,3,8,9
401091085082003,40,5,20,15,10,13,17,0,0,0,0,0,6,4,1,1,3,2,0,0,6,7,3,0,5,1,1,38,2,0,0,0,0,40,0,3,9,12,11,18,22
401091085082004,28,1,16,11,10,6,12,0,0,0,2,2,1,5,1,1,3,0,2,0,2,3,4,0,2,0,0,25,1,0,0,0,2,28,0,2,9,9,7,12,16
401091085082005,81,22,37,22,18,30,33,0,4,0,3,3,6,11,3,2,5,1,5,3,7,3,8,3,9,1,4,73,4,2,1,0,1,80,1,7,17,20,15,37,44
401091085082006,17,3,8,6,4,7,6,0,0,0,1,1,0,0,0,0,2,1,0,1,5,0,5,0,1,0,0,13,2,0,2,0,0,17,0,1,3,5,5,5,12
401091085082007,10,3,2,5,2,3,5,0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,9,1,0,0,0,0,10,0,1,2,0,4,7,3
401091085082008,61,14,28,19,15,24,22,0,1,0,3,2,0,7,2,1,5,1,3,2,3,9,9,1,7,1,4,42,3,0,16,0,0,57,4,4,15,12,16,35,26
401091085111000,466,113,264,89,94,120,252,0,28,3,14,20,16,44,10,14,36,5,35,15,30,43,65,4,50,10,24,334,96,10,17,0,9,446,20,36,86,127,104,245,221
401091085111004,101,20,59,22,17,23,61,0,9,0,6,3,5,10,1,2,6,1,7,2,9,8,15,3,6,3,5,81,4,0,15,0,1,100,1,7,25,26,23,50,51
401091085111007,14,2,10,2,4,2,8,0,4,0,1,0,0,0,1,0,1,0,1,0,2,2,0,0,1,1,0,13,1,0,0,0,0,14,0,1,2,7,2,7,7
401091085111010,315,71,182,62,61,84,170,0,22,4,12,8,11,27,15,6,26,7,21,7,22,30,52,2,22,8,13,276,13,4,14,0,8,300,15,21,61,84,78,159,156
401091085111011,22,5,13,4,1,5,16,0,2,0,1,0,1,2,0,0,1,0,2,0,3,4,2,1,1,1,1,20,1,0,0,0,1,22,0,0,3,7,7,12,10
401091085111012,27,8,13,6,2,11,14,0,2,0,0,1,1,7,1,0,2,0,1,2,0,5,3,0,1,0,1,27,0,0,0,0,0,26,1,1,6,9,3,12,15
401091085111014,16,4,9,3,7,3,6,0,0,0,0,0,0,2,0,0,0,0,1,1,3,4,0,1,3,1,0,15,1,0,0,0,0,16,0,4,1,3,4,10,6
401091085111015,29,9,14,6,11,8,10,0,2,0,0,4,2,5,1,0,2,0,4,1,1,1,0,1,4,0,1,23,2,1,3,0,0,26,3,2,10,5,3,17,12
401091085111016,17,3,6,8,3,5,9,0,1,0,0,0,1,3,0,0,1,1,1,0,1,4,2,0,0,0,2,16,0,0,0,0,1,16,1,0,5,5,4,8,9
401091085111017,61,16,36,9,11,13,37,0,7,0,1,2,0,7,1,1,4,1,7,3,4,9,9,1,1,1,2,50,0,5,5,0,1,58,3,3,12,11,19,34,27
401091085111018,51,9,34,8,8,16,27,0,1,1,1,2,3,2,2,1,2,3,4,1,5,2,16,2,1,0,2,38,1,5,6,0,1,51,0,7,11,9,15,29,22
401091085111021,45,9,24,12,6,10,29,0,0,0,0,4,1,2,1,1,3,1,5,1,3,2,10,0,2,2,7,33,12,0,0,0,0,40,5,2,9,14,11,29,16
401091085111022,59,13,36,10,12,15,32,0,2,3,1,0,2,5,1,2,6,3,4,1,8,8,6,1,5,1,0,52,3,0,3,1,0,57,2,7,6,18,15,32,27
401091085111023,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,1
401091085111026,368,75,214,79,64,89,215,0,29,2,16,15,15,28,8,8,15,8,30,7,21,40,61,7,28,9,21,327,13,3,17,0,8,355,13,28,77,97,91,216,152
401091085111027,41,8,27,6,6,12,23,0,2,1,0,1,2,6,2,0,1,0,3,2,6,3,4,1,3,1,3,39,0,0,1,0,1,32,9,3,9,16,5,19,22
401091085111028,50,11,32,7,12,15,23,0,2,0,2,4,1,5,1,1,2,1,5,1,4,2,10,1,6,1,1,40,5,1,1,0,3,46,4,6,11,10,12,20,30
401091085111029,13,2,9,2,4,2,7,0,1,0,0,1,0,1,2,0,2,0,0,0,1,1,1,0,1,1,1,10,2,0,0,0,1,13,0,0,5,5,1,7,6
401091085111030,44,13,23,8,6,13,25,0,1,0,2,3,2,2,0,2,4,2,3,4,4,1,7,2,3,1,1,34,8,2,0,0,0,39,5,2,9,11,9,24,20
401091085111031,65,15,37,13,16,9,40,0,4,0,5,1,4,10,0,4,7,1,1,2,5,6,7,1,2,1,4,57,1,1,5,0,1,62,3,5,13,15,17,38,27
401091085111033,6,1,4,1,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,5,1,0,0,0,0,5,1,1,2,1,1,3,3
401091085111034,32,5,20,7,5,8,19,0,2,0,3,1,0,2,0,1,2,0,4,1,5,2,5,0,2,1,1,24,5,0,3,0,0,32,0,2,8,5,12,18,14
401091085111035,12,1,7,4,5,2,5,0,1,1,0,1,0,2,1,0,2,0,0,1,0,2,0,0,1,0,0,10,1,0,0,0,1,12,0,1,3,3,4,8,4
401091085111036,49,14,26,9,13,12,24,0,5,0,1,3,1,4,2,1,4,1,3,0,2,5,11,0,3,1,2,44,1,0,0,0,4,45,4,4,8,8,15,24,25
401091085111037,30,7,19,4,3,7,20,0,2,1,0,3,0,3,0,0,2,0,3,0,3,1,6,0,4,0,2,27,3,0,0,0,0,30,0,1,6,7,9,14,16
401091085111039,54,12,32,10,11,13,30,0,7,2,0,1,2,6,0,0,6,1,2,0,7,5,13,0,2,0,0,51,1,0,1,0,1,48,6,4,10,15,13,24,30
401091085111040,96,15,59,22,12,23,61,0,8,1,3,4,4,6,4,5,10,2,6,4,4,7,15,0,5,1,7,76,6,0,9,0,5,93,3,9,20,20,32,52,44
401091085111041,26,2,20,4,3,3,20,0,4,0,2,0,3,0,0,5,2,0,1,1,1,1,4,1,0,0,1,20,3,2,1,0,0,24,2,2,7,10,5,13,13
401091085111042,4,1,3,0,1,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,1,3,1
401091085111043,4,0,0,4,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,4,0,0,1,2,1,0,4
401091085111045,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
401091085111047,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
401091085111048,19,4,11,4,3,3,13,0,1,1,0,0,0,4,0,0,1,0,1,1,0,1,7,1,0,0,1,18,0,1,0,0,0,18,1,1,3,9,2,10,9
401091085111049,8,3,2,3,4,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,2,0,5,0,1,1,0,1,8,0,0,1,1,3,4,4
401091085111051,16,2,11,3,4,5,7,0,1,0,0,2,0,0,0,0,1,1,1,0,2,2,4,0,2,0,0,15,0,0,1,0,0,16,0,2,1,4,7,10,6
401091085111053,4,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,1,2,2
401091085111054,6,2,4,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,2,2,0,1,6,0,1,2,0,1,2,4
401091085111055,12,3,6,3,3,1,8,0,0,0,2,0,0,1,0,0,0,1,0,0,0,3,1,0,2,1,1,12,0,0,0,0,0,12,0,2,0,4,3,5,7
401091085111056,24,6,14,4,5,8,11,0,0,0,2,1,1,1,0,1,0,0,4,0,1,2,4,0,3,2,2,19,2,0,3,0,0,23,1,0,4,5,9,12,12
401091085111057,6,2,3,1,1,1,4,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,1,1,2,4,2
401091085111059,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,1,0,2,3,0
